gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,name,address,city,state,email,birthdate,phone#
F,165.6,59.23,19.266198,79.4,134.3,34.11,16.56,16.9,188.0,C,Melanie Bird,47359 Beth Curve Apt. 253,Hollowaymouth, IN 87945,rebecca14@yahoo.com,1959-08-24,743-601-8761
M,170.1,72.03,17.957093,80.0,132.0,40.28,2.67,32.3,213.8,D,Darren Gilbert,41547 Bates Curve Apt. 006,Wardmouth, GU 32134,beasleycrystal@yahoo.com,1965-04-23,555-684-4092
M,166.6,74.68,22.36958,78.4,139.8,41.38,15.69,63.9,225.1,A,Trevor Powell,35564 James Viaduct Apt. 967,East Michael, UT 75999,danielleduran@hotmail.com,2001-02-19,+1-933-864-9044
F,169.9,72.68,22.112657,83.7,118.8,35.57,19.22,32.2,218.8,C,Theresa Maddox,Unit 7532 Box 9053,DPO AP 78869,-,tsilva@hotmail.com,1975-10-17,(367)235-1478
M,172.3,67.56,15.122642,99.7,162.9,39.02,12.25,54.9,233.1,C,Michael Sanchez,807 Roberts Rue Apt. 053,Lake Shawnhaven, IA 77746,sbrown@hotmail.com,2002-11-03,+1-649-600-4152
M,167.5,66.52,20.213023,74.0,114.6,30.95,20.31,45.4,190.3,D,Cameron Hall,6360 Carroll Spur Suite 797,Johnfurt, MT 75512,arnoldjustin@yahoo.com,1994-09-18,905-625-9983
F,165.8,53.31,30.743535,71.9,108.7,23.48,4.82,26.2,167.9,A,Ariana Mcmahon,479 Lauren Hill Suite 047,Garciaton, PR 12118,crystalhughes@gmail.com,1997-08-28,693-862-7056
M,164.6,62.44,20.22967,84.1,146.0,31.46,23.17,41.2,172.0,A,Sean Glenn,6738 Reyes Hill Apt. 857,Lake Bryan, WV 37859,sean78@yahoo.com,1968-10-27,428-829-9153
M,172.3,67.13,13.644718,82.2,132.8,34.33,12.22,69.3,251.4,A,Zachary Figueroa,527 Bryan Lake,Lydiatown, CO 13256,ecastro@yahoo.com,2002-04-19,210-895-1332
F,158.4,49.32,25.534783,65.3,106.7,27.69,27.24,46.6,192.0,C,Tracy Thomas,6573 Amanda Glen Apt. 666,Vincenthaven, PR 32230,nicholasallen@yahoo.com,2000-08-11,924-772-7605
M,157.4,56.15,25.89838,65.4,126.5,24.13,28.64,36.9,143.2,C,Wayne Anderson,69491 Beard Stravenue Suite 993,Schneiderville, MP 18646,ruth58@yahoo.com,1997-12-15,972-695-2703
M,179.8,81.07,14.918558,118.2,201.0,52.5,16.35,69.0,241.2,C,Gerald Evans,USNS Thomas,FPO AP 23900,-,fblack@hotmail.com,1981-04-15,+1-752-381-3750
M,174.3,60.79,10.861684,69.8,126.3,49.8,35.06,68.4,244.8,A,Andrew Yang,Unit 5108 Box 8295,DPO AP 75662,-,zolson@hotmail.com,2002-03-28,(801)402-0462
F,159.2,64.6,34.05685,84.8,132.9,28.11,8.63,32.5,137.2,B,Lisa Pearson,609 Rodriguez Passage,New Michael, SC 88796,elewis@gmail.com,1976-10-09,907-944-0042
F,170.7,71.67,19.508279,56.9,93.3,46.21,19.83,50.2,189.3,C,Margaret Black,9614 Mosley Highway Apt. 648,Ethanborough, NV 04649,yolandawillis@hotmail.com,1999-09-13,523-620-4639
M,176.0,76.79,18.755576,64.9,126.8,57.27,26.03,56.5,232.8,B,Kenneth Rodriguez,1744 Hannah Trafficway Apt. 897,Sheamouth, OR 91223,kathryn69@hotmail.com,1997-07-21,844-421-8168
M,174.4,73.43,18.861874,82.0,122.7,46.82,12.01,50.2,241.3,D,Mr. Daniel Parsons DVM,228 Vazquez River,Mcdonaldland, RI 63210,espinozawilliam@hotmail.com,1998-11-18,(236)373-0661
M,176.6,64.51,16.11981,75.6,134.5,35.4,17.01,46.2,202.1,A,Jason Flynn,3971 Ellis Valleys,Lake Jonathanview, NY 06964,gbutler@yahoo.com,2000-10-10,+1-587-270-8979
M,166.3,72.74,23.028129,87.8,143.8,37.74,11.57,47.4,217.9,B,Andrew Pace,"PSC 4108, Box 6572",APO AA 29719,-,katherinejones@yahoo.com,1999-09-04,+1-775-537-8322
F,176.8,71.01,17.106187,62.0,126.1,42.9,25.4,44.0,237.8,B,Angela Richard,113 Chase Lakes Apt. 342,Port Traci, WV 46906,shawna54@gmail.com,2002-07-22,4076043451
M,168.9,61.46,27.35364,80.0,150.5,20.38,1.55,25.5,154.5,D,James Stevens,4502 Meyers Gateway,Cathyville, AS 61847,dianeward@gmail.com,1983-11-27,743-415-1222
F,172.5,71.71,26.60689,63.6,111.1,30.26,17.09,46.9,188.8,A,Crystal Sparks,70083 Evans Mission,Fosterbury, IA 74394,johnsonsara@hotmail.com,1997-02-14,+1-493-396-7163
M,175.1,75.06,21.678181,81.3,119.3,38.15,8.21,31.3,189.3,D,Christopher Ramos,2674 Nguyen Route Apt. 583,Lake Wendy, PA 32216,elizabeth72@yahoo.com,1980-02-07,+1-847-889-4482
M,164.4,72.91,23.163666,66.9,122.9,39.24,30.09,38.0,205.4,A,Joseph Smith,40931 Christine Shore,Lake Emily, DC 65207,jwheeler@hotmail.com,1998-04-16,001-838-754-1324
M,173.4,69.14,16.207081,74.5,142.7,47.71,7.68,39.1,208.6,B,Joshua Zhang,96753 Taylor Mountains Suite 142,East Jessicaville, MO 73618,sgeorge@yahoo.com,1978-06-10,419-800-2385
M,165.1,71.27,19.283607,98.3,161.4,53.23,19.47,51.7,227.2,D,Aaron Thomas,50383 Hubbard Point Suite 320,Mooneyberg, MH 53743,tinahoffman@yahoo.com,1993-11-17,665-949-2119
M,181.0,66.85,10.623413,92.3,162.8,49.42,14.6,52.9,228.0,B,Frederick Martin,0162 Faulkner Plains,Jenniferstad, KY 90305,leemary@hotmail.com,1989-06-03,(695)579-2542
F,166.9,65.76,20.562341,73.3,125.9,45.71,27.76,55.0,221.7,B,Leslie Porter,60608 Jennifer Place Apt. 235,Christopherside, TN 48530,robertjones@hotmail.com,2002-12-21,001-665-619-3614
F,159.0,58.32,30.96466,79.1,126.3,38.53,11.78,32.4,132.3,C,Julia Greene,650 Johnson Meadows Apt. 461,Kellytown, FM 55362,kerri73@yahoo.com,1987-12-12,001-709-695-3899
M,173.2,65.21,24.025094,75.7,137.6,33.03,3.44,18.8,168.0,D,Dr. Michael Lutz DDS,96567 Stephen Roads Apt. 388,Meganborough, AR 94647,irodriguez@gmail.com,1985-08-08,+1-451-616-1362
M,170.6,64.43,16.478565,67.1,101.2,52.83,15.48,54.3,216.3,C,Lawrence Wood,9252 Juan Squares,North Barbaramouth, NY 88362,samuel03@gmail.com,1998-09-02,217-835-6754
F,168.7,64.7,27.117374,89.6,129.3,36.87,33.68,27.2,170.7,C,Samantha Cummings,22015 Angela Summit,Port David, MI 69531,mariopruitt@yahoo.com,1990-06-03,210-427-4502
M,171.1,71.83,21.588594,90.2,139.2,48.97,13.22,43.4,185.6,A,Jonathan Torres,Unit 7357 Box 5589,DPO AA 60776,-,hkelly@hotmail.com,1986-12-24,001-411-697-1345
M,165.6,66.67,28.830284,61.1,103.0,30.3,8.95,37.1,157.6,D,Ryan Gardner,732 Sandoval Summit,East Rayfort, PR 57016,robert62@hotmail.com,1966-12-11,001-825-930-8687
F,152.9,46.76,38.227452,57.2,111.9,24.86,19.83,8.4,81.5,D,Mrs. Brenda Rogers,7348 Andrew Ford,Herreraport, PR 17915,walkerdanny@gmail.com,1969-10-27,+1-508-281-1625
M,159.2,63.88,37.324302,87.8,133.1,26.5,19.64,24.8,93.7,B,Matthew Martin,22849 Justin Skyway Apt. 124,North Lucas, FL 58096,leevictoria@gmail.com,1971-02-09,+1-484-585-0890
M,178.3,70.59,10.011288,90.4,123.5,53.45,10.67,58.8,228.9,A,William Petty,376 Paul Trafficway Suite 513,Lake Paul, AS 75401,farmercharles@hotmail.com,1987-04-29,(843)820-9084
M,183.0,82.36,24.421186,70.1,140.6,45.74,23.92,47.4,201.7,B,James Henry,249 Deborah Ford Suite 416,Lake Kelly, OH 92233,michael70@hotmail.com,2001-07-03,678-821-0528
M,187.7,98.93,15.706179,81.6,154.1,49.77,-8.0,28.7,201.6,D,William Fleming,9024 Stephen Mews,Phillipsmouth, ID 37693,montgomeryjanice@yahoo.com,1963-10-15,511-378-9314
F,176.4,64.89,23.645756,72.1,130.5,31.7,9.39,49.3,221.1,B,Amy Clark,522 Ryan Turnpike,Staceystad, FM 62979,dmcguire@gmail.com,2001-06-02,(762)365-1579
M,178.0,69.24,14.843841,80.3,135.5,42.95,23.59,51.1,236.6,B,Ryan Morris,4798 Stacie Spring,Christinaland, OK 24476,mistymendez@yahoo.com,1994-11-14,+1-776-797-3796
F,166.6,66.66,19.536452,83.7,141.0,39.17,6.23,50.2,209.8,D,Monica Jimenez,05489 Tony Parks Apt. 834,Samanthahaven, GA 28795,floresmegan@gmail.com,1978-06-19,(951)597-1130
M,172.0,59.56,7.074472,74.3,109.5,42.36,4.0,51.0,257.1,C,Ricardo Hubbard,Unit 4619 Box 9202,DPO AA 96851,-,marilyn15@gmail.com,1980-11-27,(405)413-7263
M,173.9,70.72,19.754376,81.0,145.8,40.7,2.41,29.2,174.2,B,Terry Hall,2563 Murillo Vista,Williamsonport, VI 73579,marissa51@yahoo.com,1962-06-19,964-913-7696
M,162.7,61.71,17.524452,85.1,125.5,36.15,13.36,21.6,179.3,D,Darrell Johnson,74343 Jennifer Fall Apt. 831,Toddmouth, GA 85589,ashley13@hotmail.com,1961-04-20,(757)334-0221
M,159.8,47.1,18.038175,79.1,119.2,23.99,20.91,38.0,185.2,B,Charles Taylor,190 Robert Landing Apt. 439,Meganview, MA 10591,wattsmichelle@gmail.com,1999-10-05,489-943-8485
M,172.7,70.0,21.55196,78.4,148.5,39.69,11.2,43.9,200.6,B,Keith Rush,49932 Marshall Summit Apt. 082,Lowetown, MT 91174,jennifernoble@yahoo.com,1980-06-09,818-772-5753
M,158.1,58.46,25.300444,97.6,159.1,40.15,15.96,40.5,157.4,A,Casey Lang,5113 Adams Curve,Port Christine, DE 66110,michael27@hotmail.com,1980-12-03,667-301-5092
M,180.3,95.66,26.387736,90.6,137.8,50.96,5.88,49.4,230.4,D,Kenneth Barr,79894 Woodward Lodge Apt. 098,Port Markview, NE 59761,allenkimberly@yahoo.com,1977-10-24,671-979-6525
M,170.0,80.6,31.395143,105.0,167.0,38.71,-5.06,35.8,194.9,D,John Kelley,8372 Lauren Highway,North Cynthia, VA 63500,williamsjeremiah@hotmail.com,1969-09-07,001-221-985-9041
F,160.1,69.2,34.473147,58.0,100.5,28.46,15.48,51.0,146.6,B,Autumn Davidson,7754 Lane Place,North Nancy, HI 29924,samuel63@hotmail.com,1997-10-20,3758666210
F,159.1,50.8,22.913114,65.1,124.1,17.18,23.44,13.8,117.8,C,Melissa Gonzalez,561 Jody Club,Tonyabury, ID 85316,hmassey@gmail.com,1962-02-21,926-503-3926
F,166.6,56.07,22.705164,62.6,134.7,38.85,20.83,36.6,170.2,B,Mary Crawford DDS,96392 Martin Mills,Port Juliemouth, MT 07332,david80@gmail.com,1982-04-08,751-415-1876
F,157.9,59.36,30.075177,74.9,149.0,30.42,11.65,23.6,185.5,B,Heather Freeman,158 Hughes Manors Apt. 550,Garrettville, WY 25274,timothyadams@gmail.com,1975-09-20,5653177250
M,175.3,67.36,15.472056,91.4,148.0,43.49,18.64,42.2,215.9,D,Ricky Morales,144 Robinson Valleys,Frostberg, MS 63218,erica02@yahoo.com,1966-04-11,667-742-6939
F,168.6,70.19,21.213648,86.0,128.6,46.89,10.48,40.2,201.3,A,Brittany Wyatt,42922 Kathleen Lane Suite 065,Cooperport, NY 47514,hking@gmail.com,1987-01-14,001-690-385-4628
M,183.0,99.09,19.358131,83.3,132.8,52.48,22.54,60.8,259.6,B,Joseph Melton,85279 Mills Extension,Wardshire, KY 06701,shannonsavage@hotmail.com,1971-06-15,(717)575-4462
M,170.3,68.52,19.368023,67.6,133.0,53.76,10.64,45.4,242.0,A,Derrick Sullivan,6348 Jacqueline Turnpike Apt. 284,Griffintown, MA 75760,tmartin@hotmail.com,1995-05-20,+1-341-311-8539
M,169.3,63.91,32.930878,58.9,96.5,37.67,-7.58,48.5,190.5,D,Mr. Joshua Murray,012 Amber Burgs Suite 722,Millerview, ID 37671,jason19@gmail.com,2002-06-21,(400)882-7227
F,172.4,66.72,21.594203,68.6,114.8,33.19,3.63,36.9,183.7,B,Judith Hoover,98916 Matthews Overpass Suite 203,Michellestad, ME 88158,ovargas@yahoo.com,1992-09-30,001-587-305-0158
M,181.8,90.13,21.478813,88.1,154.4,46.19,3.54,46.6,233.3,A,Steven Santiago,"PSC 2290, Box 3861",APO AE 73446,-,hernandezjonathan@hotmail.com,1969-08-01,7532033329
M,175.2,62.19,17.143035,79.7,125.8,28.72,22.99,65.9,245.9,C,Mr. Mason Weiss,"PSC 9285, Box 7631",APO AP 89667,-,andreworr@hotmail.com,2002-05-25,430-475-5964
M,157.5,68.41,20.423675,98.1,135.6,42.08,20.21,55.6,204.1,A,Angel Sellers,0140 Brittany Mountain,West Timothyview, AZ 29815,jprice@yahoo.com,1993-09-29,723-973-2232
M,182.4,78.77,19.687576,86.6,141.2,46.97,25.48,52.0,269.0,A,Michael Ruiz,3898 Roger Overpass,Wendystad, OH 77136,smithsierra@yahoo.com,1993-05-04,(617)776-4206
M,161.7,63.11,20.127124,82.1,138.5,39.35,10.58,32.8,187.1,D,Charles Holloway,7024 Williams Forges,Lake Trevorborough, FL 71773,amartin@gmail.com,2000-11-08,001-959-850-2196
F,159.6,66.78,34.465184,83.2,136.2,38.15,13.18,37.9,160.5,C,Michelle Phillips,30758 Becky Loaf,East Sarah, MN 27534,wongjoshua@gmail.com,1998-09-09,001-780-277-2560
F,160.6,51.39,15.825717,81.3,133.8,42.92,25.74,51.1,191.9,A,Kayla Ellis,9647 Melendez Lock Apt. 799,Frankmouth, OH 92520,ajohnson@hotmail.com,1982-02-14,971-552-3225
M,160.8,57.98,25.93819,76.8,132.3,21.34,9.65,29.8,149.9,C,Russell Robertson,2938 Stone Rapids Suite 171,Thomasview, MT 74419,russellcrawford@hotmail.com,2001-12-08,790-750-5023
M,163.5,80.11,33.384754,66.0,115.3,36.81,14.19,37.3,177.9,B,Richard Johnson,86320 Johnson Tunnel,New Patrickborough, RI 41549,nwilliams@gmail.com,1973-09-01,+1-602-837-3913
M,171.7,53.7,16.451564,96.5,127.8,39.36,8.9,41.3,200.2,B,Ryan Cunningham,659 Renee Creek,Kennethton, TN 62899,reedmarcus@gmail.com,1965-08-12,544-915-7626
F,158.6,57.62,40.445163,79.3,126.7,14.51,4.84,23.1,108.7,D,Victoria Griffin,8332 Eric Unions,Lisachester, MS 52749,bowerssharon@hotmail.com,1994-10-14,001-938-901-8456
M,165.4,72.58,24.186326,70.2,128.0,40.7,12.13,52.4,207.7,D,Brandon Wilson,124 Yolanda Station,Feliciashire, MA 28728,msmith@yahoo.com,2000-02-23,(453)899-5193
F,162.4,59.97,24.879784,63.3,126.8,28.97,25.03,49.4,208.4,D,Laura Hansen,699 Alicia Ridges,Lake Graceborough, PR 25972,carpenterwilliam@gmail.com,2002-02-26,(589)436-5378
M,170.4,76.6,24.671218,79.7,137.5,42.61,1.4,25.7,177.1,A,Robert Ryan,USS Jones,FPO AE 96925,-,angelasimmons@hotmail.com,1998-12-22,+1-403-996-0616
M,163.6,52.46,21.157656,100.3,133.5,39.5,25.82,62.9,256.2,C,Jonathan Fernandez,5041 David Passage,New Amyfort, AR 35109,fowlerandrew@gmail.com,2000-05-26,001-879-360-6803
M,183.6,95.05,27.102053,66.8,100.4,38.62,5.27,43.3,215.8,B,Alex Martin,77401 Watson Junctions,Hooperstad, UT 50854,vhamilton@hotmail.com,2002-04-02,921-431-8677
M,166.6,78.13,23.619617,79.3,145.6,38.54,-0.92,42.2,197.2,D,Zachary Stafford,21932 Derek Knoll Apt. 265,South Brendaberg, GU 48039,catherinebryant@gmail.com,2002-07-20,665-325-7028
M,159.8,59.08,24.083302,85.5,138.5,35.72,24.56,43.9,214.0,C,Timothy Huff,28263 Kristina Field Apt. 507,Nathanielshire, ID 22578,patriciayates@gmail.com,1975-05-03,001-829-454-9423
M,177.8,57.31,15.837234,64.3,109.8,33.44,18.0,59.4,173.0,C,Scott Ingram,USNV Kennedy,FPO AP 99579,-,areyes@yahoo.com,2002-10-26,555-744-9915
M,166.2,55.52,18.437623,75.9,115.4,27.65,10.98,33.2,164.3,A,Nicholas Meyers,5432 Phillips Meadows Suite 546,Jacobberg, FL 29604,qscott@gmail.com,1962-06-06,001-607-837-0058
M,167.6,65.62,28.432383,82.7,129.1,30.77,19.49,27.5,198.1,A,James Rodriguez,7307 Gabriel Forges Apt. 017,Lake Melodymouth, SD 11829,fhall@yahoo.com,1965-11-08,945-844-0722
M,166.7,72.62,27.783567,84.7,134.0,45.89,11.25,39.5,215.7,A,Justin Rogers,USNS Stone,FPO AE 67320,-,obrown@hotmail.com,1975-01-29,001-422-206-9503
M,166.8,79.57,39.964389,91.5,153.5,28.4,3.33,18.0,130.2,B,Jesse Romero,89842 James Rapid Suite 637,Stevenberg, GA 76666,nfoster@gmail.com,1995-07-07,+1-808-297-2508
M,158.3,67.06,28.04038,85.6,145.0,37.69,15.88,43.9,165.6,C,Jonathan Cooley,69233 Johnson Green Apt. 621,Erinside, WV 72868,wilsonjoann@hotmail.com,1993-04-28,501-605-9306
M,160.1,49.61,13.357404,73.4,119.0,20.56,5.8,20.7,149.4,B,Mark Hanson,1272 Ann Branch Apt. 672,Flemingfort, IN 21734,peckdavid@yahoo.com,1976-10-05,678-400-8574
M,182.4,78.81,12.253985,71.5,145.1,46.84,-2.98,55.1,231.2,B,Daniel Murphy,4124 Rollins Manors,East Rachel, PA 15515,perezgilbert@gmail.com,2000-04-21,2827124262
F,156.7,48.24,26.615325,78.8,124.3,20.31,9.71,32.7,128.3,A,Ashley Bailey,708 Kristen Expressway,Rebekahhaven, FM 93089,jeffery72@hotmail.com,1961-06-02,+1-422-680-3888
F,155.0,50.39,21.047379,76.2,111.1,23.94,13.13,37.0,146.6,B,Candice Lopez,9132 Wall Valley,Shaneton, WI 60309,patellori@hotmail.com,2002-04-12,+1-581-230-7161
M,162.5,63.64,24.228994,74.4,136.7,30.88,3.9,11.8,157.8,D,Raymond Martin DDS,1107 Campbell Flat Apt. 943,East Gregoryfort, AK 25443,michaeljenkins@hotmail.com,1959-10-27,735-457-4816
F,174.3,60.31,15.455529,89.6,136.4,38.79,17.44,54.9,259.7,D,Mrs. Allison Garner,5484 Meyer Knolls,South Dianafort, GA 71795,xavier80@gmail.com,2002-05-12,001-838-749-5679
F,174.3,60.03,19.59463,81.0,123.0,28.79,13.98,38.1,212.0,B,Deborah Cochran,950 Dominguez Rest,West Kaylaland, AK 86690,whitakerkenneth@hotmail.com,1988-08-01,362-291-1271
M,178.0,82.22,20.684951,82.7,176.2,49.5,18.28,47.0,228.4,A,Devon Morgan,2905 Benjamin Curve,Tylerton, NE 72264,tina24@gmail.com,1977-12-05,+1-397-902-5217
M,182.4,75.99,11.514408,71.6,131.7,46.27,16.67,56.5,252.7,C,Terry Mitchell,0555 Jackson Knoll Apt. 410,North Gregoryshire, GA 32429,youngjohn@hotmail.com,2001-02-20,763-243-8913
M,170.6,76.3,31.848019,94.6,136.0,32.64,-0.76,9.4,142.6,A,Mathew Howard,173 Mark Wall,Jonbury, FL 52522,william43@hotmail.com,1963-08-09,(820)930-8023
M,162.1,61.58,18.526469,90.8,133.2,24.1,1.54,22.6,177.5,D,Micheal Lopez,880 Paul Drives,North Richardmouth, VI 53227,clarketimothy@hotmail.com,1990-08-06,+1-291-310-6924
M,154.2,43.42,6.103978,63.7,106.3,31.69,37.19,61.5,202.4,A,Jason Owen,2344 Lester Canyon,North Molly, TX 56680,stephanie23@yahoo.com,2002-09-16,253-789-0392
M,166.8,77.6,26.863581,85.8,128.9,37.49,17.53,20.5,164.3,D,Michael Jones,9632 Davis Oval Apt. 284,West Lauramouth, MH 62976,colemanjennifer@gmail.com,1960-11-12,6209062897
M,182.5,80.64,19.689449,74.4,134.8,51.91,26.54,57.9,237.4,C,Vincent Washington,0365 Kerr Villages,North Cameronfurt, MN 48413,scott79@gmail.com,1976-09-11,+1-589-558-1571
M,171.5,74.63,18.72911,71.8,128.0,46.2,-0.25,54.0,206.5,A,Antonio Warner,441 Palmer Brook,Shermanchester, LA 33032,martincrystal@gmail.com,1993-11-08,320-326-4819
M,175.9,76.28,18.857292,81.5,133.8,51.82,10.58,53.6,230.5,D,Paul Gutierrez,782 Dillon Trail Apt. 081,Chadside, KY 86742,gracefletcher@gmail.com,2002-07-23,793-596-9392
M,168.5,69.35,24.41905,87.8,151.4,31.17,14.94,38.3,198.5,D,Brett Wall,41059 Robertson Bridge Apt. 211,Sandovalhaven, DC 51142,george25@gmail.com,1996-12-30,001-536-361-2471
F,171.6,64.96,24.50783,80.3,122.4,28.11,12.49,20.2,213.7,B,Amanda Norman,39903 Hunt Mount Apt. 889,Apriltown, AL 07513,lorimoore@hotmail.com,1998-02-10,897-748-4801
F,166.8,64.06,29.886783,80.3,130.0,27.43,13.03,16.1,119.3,B,Christina Wyatt,28091 Gray Wall Suite 082,Charlesfurt, NV 68144,trandall@yahoo.com,1993-09-03,395-971-3896
F,164.5,61.46,26.07217,75.6,121.6,38.81,22.31,63.5,232.6,D,Judith Hunt,539 Ray Hollow,Williamsmouth, WA 16028,anna94@hotmail.com,2002-03-31,+1-514-614-6905
M,163.6,76.76,33.231948,71.5,122.6,28.25,-2.22,16.9,170.5,A,Nathan Sparks,USS Campbell,FPO AP 35297,-,todd31@yahoo.com,1988-09-05,7255607820
F,162.2,55.17,15.27096,69.8,118.8,36.09,29.84,51.1,170.8,C,Christina Lee,5546 Edwards Cove Apt. 632,West Jerry, VA 50572,bgonzalez@yahoo.com,2002-12-22,(814)479-5555
M,169.9,78.88,25.900684,88.5,142.5,45.15,6.19,40.1,204.7,A,Steven Price,812 Sanchez Unions,North Kristashire, DC 39821,cruzrussell@gmail.com,1981-03-28,001-224-233-3702
M,172.9,73.27,18.62989,78.1,136.5,39.45,21.44,27.1,194.7,C,Nathan Stone,758 Myers Station Suite 489,Longfort, KY 15761,jennifer81@yahoo.com,1983-04-04,+1-947-225-0647
M,160.6,74.38,24.353119,72.2,127.6,46.39,15.58,45.1,185.1,D,Glenn Briggs,616 Rogers Crescent Apt. 920,Castilloport, RI 28152,smithcody@gmail.com,1978-04-06,(432)539-0382
F,173.2,58.83,25.512029,72.9,124.1,26.51,13.02,22.9,146.3,D,Angela Rhodes,036 Victoria Keys,East Michael, NJ 28161,christopher39@hotmail.com,1970-08-27,+1-781-313-9770
M,168.0,54.49,11.533235,64.8,128.6,32.51,5.18,50.6,183.7,B,Calvin Wilson,USNV Vang,FPO AP 17183,-,jeromegibson@yahoo.com,1974-04-10,(557)274-0632
F,167.3,63.37,24.415413,79.1,118.6,25.67,18.5,38.8,181.2,D,Samantha Alvarez,217 Wright Points Suite 146,Hardinview, HI 03080,guzmanwilliam@hotmail.com,1980-05-26,319-313-0024
F,152.3,46.98,31.955485,89.7,141.4,23.78,34.8,45.2,183.4,C,Natasha Adams,95429 Patrick Motorway,Simonmouth, SC 57849,robertkeller@gmail.com,2000-07-13,530-420-2373
M,153.1,51.6,27.632865,82.1,131.1,27.72,15.14,25.2,135.0,A,Patrick Leach,05371 Chapman Road Suite 907,Port Andrew, MO 47817,stephanietownsend@gmail.com,1976-10-09,001-486-991-8834
F,158.7,62.07,33.25803,82.5,136.8,26.25,18.26,20.3,166.3,D,Lisa Briggs,32872 Derrick Mission,Shaneton, AK 36031,rmcdowell@hotmail.com,1981-01-08,6332617852
F,170.9,53.28,26.646727,82.3,114.0,25.88,22.04,51.7,174.5,D,Angela Marks,USNS Hutchinson,FPO AP 40145,-,william47@yahoo.com,1999-10-02,+1-735-505-1366
F,169.0,64.52,26.101857,65.8,115.7,33.87,11.17,58.4,182.6,C,Stephanie Kim,7597 Jason Keys,East Monicaborough, NM 50769,sophiasmith@hotmail.com,1990-12-03,+1-560-342-2543
M,156.9,44.91,22.78439,84.4,106.4,20.9,18.16,52.1,138.6,A,Eric Reyes,205 Daugherty Shore Apt. 910,Christinemouth, KS 41876,richard46@hotmail.com,2001-08-07,(814)763-4019
M,181.6,90.27,17.779331,74.4,129.4,60.29,13.73,49.7,234.9,A,Mr. Joseph Pierce,USS Garcia,FPO AP 40550,-,johnbanks@gmail.com,2001-09-05,754-784-6427
M,176.8,88.29,18.540026,72.1,140.3,59.18,12.12,55.9,235.9,B,Norman Schmidt,10842 Goodwin Center Apt. 858,West Jennifer, KS 18969,millerkenneth@gmail.com,2001-08-29,001-315-928-1055
M,156.5,57.97,21.06762,69.1,120.8,29.64,16.89,47.4,193.0,C,William Hernandez,69068 Leach Knoll,Port Savannahbury, ME 23539,urivera@yahoo.com,2001-10-09,322-812-5383
M,183.9,79.23,10.408697,59.2,109.8,46.53,12.42,39.8,228.9,A,Andrew Harris,7363 Miller Street,Escobarview, IN 36184,david74@yahoo.com,1980-01-19,001-346-930-1428
M,172.8,73.53,19.873647,87.4,138.8,37.69,8.53,32.9,197.4,D,Roger Salazar,0335 Robles Port,Walshstad, MP 63878,amberprice@gmail.com,2000-05-20,404-232-5383
F,165.1,64.71,26.069817,79.5,122.8,23.0,5.71,32.1,160.2,D,Robin Lee,34394 Wilson Loop,South Hectormouth, NV 37996,dustin34@yahoo.com,1966-09-14,(499)636-7453
M,184.1,88.32,14.779007,75.9,124.4,55.29,16.85,61.4,219.0,D,Douglas Daniels,464 Robert Trafficway,North Jamesport, WY 55000,mooregregory@yahoo.com,2002-10-28,(978)463-7804
M,175.2,75.66,20.723885,71.0,138.2,46.22,5.84,41.6,213.4,D,William Leon,4748 Caldwell Ville,New Karenhaven, OH 46815,nelsonjason@yahoo.com,1981-05-25,(833)495-8468
F,176.5,77.58,25.820086,55.1,102.4,37.69,10.23,51.1,194.8,D,Kimberly White,9762 Laura Rapids Suite 600,Gonzalezhaven, TN 06085,edward81@gmail.com,1989-07-25,+1-929-296-2059
M,165.0,69.83,21.044405,76.6,136.4,40.24,6.28,53.3,211.6,D,James Smith,130 Michael Coves Suite 386,Jillianmouth, ND 26951,jenningscheryl@yahoo.com,1997-01-13,+1-397-433-8239
M,159.3,60.05,25.616167,62.0,105.5,33.37,12.31,44.7,165.5,A,Robert Woodard,1441 Brittany Inlet Suite 740,Thomaston, CO 93414,kristinerickson@gmail.com,1994-08-22,778-606-3030
M,176.4,77.02,18.347847,98.1,155.4,54.35,19.0,55.3,211.1,A,Casey Marshall,328 Morris Manor Suite 556,Lake Kathleen, AZ 29580,kevinjohnson@hotmail.com,1984-07-29,001-757-783-0456
M,164.0,66.12,21.236569,75.0,132.1,30.91,16.51,21.9,166.1,A,Joshua Gray,01437 Richard Track,Carterhaven, NV 57109,bishopmarcus@hotmail.com,1968-05-08,+1-747-573-3749
M,163.9,61.92,27.994735,83.3,124.1,26.93,11.43,32.4,145.6,D,Richard Thompson,09120 Chelsey Crest Apt. 025,Brandyview, NE 61844,michael11@gmail.com,1984-07-28,570-939-3981
M,184.4,75.47,12.098425,75.8,132.2,46.51,12.33,41.5,209.0,D,Bryan Tran,9741 Daniel Mall Apt. 991,West Paul, MI 36004,john43@hotmail.com,2002-05-09,001-458-248-7564
M,169.9,53.54,18.093386,72.4,116.4,28.11,6.06,34.1,184.9,A,Derrick Ryan,234 Richard Junctions,East Gina, NM 01443,zoemaxwell@yahoo.com,2002-06-24,678-975-9218
M,174.6,63.61,24.233951,90.0,149.5,42.34,18.32,41.4,193.1,A,Luke Ramirez,84574 Brittney Divide,Owenstown, FL 84899,tammiebenitez@yahoo.com,2002-06-16,001-409-487-6149
